Time,Value
4/17/2016 2:44:15 PM,70
4/17/2016 2:44:30 PM,70
4/17/2016 2:44:35 PM,71
4/17/2016 2:44:50 PM,72
4/17/2016 2:44:55 PM,74
4/17/2016 2:45:00 PM,76
4/17/2016 2:45:05 PM,77
4/17/2016 2:45:10 PM,78
4/17/2016 2:45:15 PM,81
4/17/2016 2:45:25 PM,80
4/17/2016 2:45:30 PM,78
4/17/2016 2:45:35 PM,77
4/17/2016 2:45:50 PM,76
4/17/2016 2:45:55 PM,75
4/17/2016 2:46:05 PM,75
4/17/2016 2:46:10 PM,75
4/17/2016 2:46:20 PM,73
4/17/2016 2:46:25 PM,72
4/17/2016 2:46:40 PM,72
4/17/2016 2:46:45 PM,73
4/17/2016 2:46:55 PM,71
4/17/2016 2:47:00 PM,72
4/17/2016 2:47:10 PM,69
4/17/2016 2:47:15 PM,69
4/17/2016 2:47:30 PM,69
4/17/2016 2:47:40 PM,70
4/17/2016 2:47:55 PM,70
4/17/2016 2:48:00 PM,72
4/17/2016 2:48:05 PM,74
4/17/2016 2:48:10 PM,75
4/17/2016 2:48:15 PM,76
4/17/2016 2:48:25 PM,76
4/17/2016 2:48:40 PM,77
4/17/2016 2:48:55 PM,77
4/17/2016 2:49:00 PM,73
4/17/2016 2:49:10 PM,74
4/17/2016 2:49:15 PM,74
4/17/2016 2:49:20 PM,76
4/17/2016 2:49:25 PM,77
4/17/2016 2:49:30 PM,78
4/17/2016 2:49:35 PM,82
4/17/2016 2:49:40 PM,81
4/17/2016 2:49:45 PM,79
4/17/2016 2:49:55 PM,78
4/17/2016 2:50:00 PM,77
4/17/2016 2:50:10 PM,76
4/17/2016 2:50:15 PM,77
4/17/2016 2:50:25 PM,77
4/17/2016 2:50:40 PM,76
4/17/2016 2:50:50 PM,77
4/17/2016 2:50:55 PM,76
4/17/2016 2:51:05 PM,74
4/17/2016 2:51:20 PM,78
4/17/2016 2:51:25 PM,81
4/17/2016 2:51:30 PM,81
4/17/2016 2:51:35 PM,82
4/17/2016 2:51:40 PM,82
4/17/2016 2:51:45 PM,81
4/17/2016 2:51:50 PM,83
4/17/2016 2:51:55 PM,87
4/17/2016 2:52:00 PM,90
4/17/2016 2:52:05 PM,87
4/17/2016 2:52:10 PM,86
4/17/2016 2:52:25 PM,86
4/17/2016 2:52:30 PM,86
4/17/2016 2:52:35 PM,88
4/17/2016 2:52:50 PM,89
4/17/2016 2:53:05 PM,89
4/17/2016 2:53:10 PM,87
4/17/2016 2:53:15 PM,84
4/17/2016 2:53:20 PM,84
4/17/2016 2:53:25 PM,86
4/17/2016 2:53:30 PM,88
4/17/2016 2:53:45 PM,87
4/17/2016 2:54:00 PM,87
4/17/2016 2:54:05 PM,86
4/17/2016 2:54:20 PM,86
4/17/2016 2:54:25 PM,87
4/17/2016 2:54:35 PM,90
4/17/2016 2:54:40 PM,94
4/17/2016 2:54:45 PM,96
4/17/2016 2:54:50 PM,101
4/17/2016 2:54:55 PM,104
4/17/2016 2:55:00 PM,103
4/17/2016 2:55:05 PM,99
4/17/2016 2:55:10 PM,100
4/17/2016 2:55:15 PM,99
4/17/2016 2:55:20 PM,94
4/17/2016 2:55:25 PM,93
4/17/2016 2:55:30 PM,92
4/17/2016 2:55:35 PM,91
4/17/2016 2:55:40 PM,92
4/17/2016 2:55:45 PM,89
4/17/2016 2:56:00 PM,91
4/17/2016 2:56:05 PM,88
4/17/2016 2:56:10 PM,88
4/17/2016 2:56:20 PM,87
4/17/2016 2:56:35 PM,87
4/17/2016 2:56:45 PM,86
4/17/2016 2:56:50 PM,89
4/17/2016 2:56:55 PM,88
4/17/2016 2:57:10 PM,88
4/17/2016 2:57:25 PM,88
4/17/2016 2:57:40 PM,88
4/17/2016 2:57:45 PM,88
4/17/2016 2:58:00 PM,86
4/17/2016 2:58:05 PM,90
4/17/2016 2:58:10 PM,94
4/17/2016 2:58:15 PM,99
4/17/2016 2:58:20 PM,101
4/17/2016 2:58:25 PM,102
4/17/2016 2:58:30 PM,104
4/17/2016 2:58:40 PM,103
4/17/2016 2:58:45 PM,101
4/17/2016 2:58:50 PM,98
4/17/2016 2:58:55 PM,95
4/17/2016 2:59:00 PM,94
4/17/2016 2:59:05 PM,93
4/17/2016 2:59:10 PM,93
4/17/2016 2:59:15 PM,91
4/17/2016 2:59:30 PM,91
4/17/2016 2:59:35 PM,92
4/17/2016 2:59:40 PM,95
4/17/2016 2:59:45 PM,96
4/17/2016 2:59:50 PM,94
4/17/2016 3:00:05 PM,94
4/17/2016 3:00:10 PM,92
4/17/2016 3:00:20 PM,86
4/17/2016 3:00:30 PM,88
4/17/2016 3:00:35 PM,86
4/17/2016 3:00:40 PM,86
4/17/2016 3:00:50 PM,82
4/17/2016 3:00:55 PM,81
4/17/2016 3:01:05 PM,82
4/17/2016 3:01:15 PM,81
4/17/2016 3:01:20 PM,78
4/17/2016 3:01:25 PM,77
4/17/2016 3:01:40 PM,77
4/17/2016 3:01:55 PM,78
4/17/2016 3:02:00 PM,80
4/17/2016 3:02:05 PM,81
4/17/2016 3:02:10 PM,82
4/17/2016 3:02:15 PM,87
4/17/2016 3:02:20 PM,88
4/17/2016 3:02:25 PM,86
4/17/2016 3:02:30 PM,86
4/17/2016 3:02:45 PM,88
4/17/2016 3:02:55 PM,90
4/17/2016 3:03:00 PM,91
4/17/2016 3:03:05 PM,93
4/17/2016 3:03:10 PM,90
4/17/2016 3:03:15 PM,86
4/17/2016 3:03:25 PM,89
4/17/2016 3:03:40 PM,88
4/17/2016 3:03:50 PM,87
4/17/2016 3:04:00 PM,89
4/17/2016 3:04:05 PM,92
4/17/2016 3:04:10 PM,92
4/17/2016 3:04:15 PM,91
4/17/2016 3:04:20 PM,90
4/17/2016 3:04:35 PM,89
4/17/2016 3:04:40 PM,86
4/17/2016 3:04:45 PM,85
4/17/2016 3:05:00 PM,85
4/17/2016 3:05:15 PM,87
4/17/2016 3:05:20 PM,89
4/17/2016 3:05:25 PM,91
4/17/2016 3:05:30 PM,92
4/17/2016 3:05:35 PM,92
4/17/2016 3:05:45 PM,91
4/17/2016 3:05:50 PM,92
4/17/2016 3:05:55 PM,90
4/17/2016 3:06:00 PM,90
4/17/2016 3:06:10 PM,87
4/17/2016 3:06:20 PM,88
4/17/2016 3:06:30 PM,89
4/17/2016 3:06:35 PM,87
4/17/2016 3:06:40 PM,87
4/17/2016 3:06:55 PM,88
4/17/2016 3:07:00 PM,89
4/17/2016 3:07:05 PM,91
4/17/2016 3:07:15 PM,90
4/17/2016 3:07:30 PM,90
4/17/2016 3:07:45 PM,90
4/17/2016 3:07:50 PM,91
4/17/2016 3:08:00 PM,92
4/17/2016 3:08:15 PM,92
4/17/2016 3:08:20 PM,97
4/17/2016 3:08:30 PM,94
4/17/2016 3:08:40 PM,91
4/17/2016 3:08:50 PM,94
4/17/2016 3:09:00 PM,93
4/17/2016 3:09:10 PM,92
4/17/2016 3:09:15 PM,89
4/17/2016 3:09:20 PM,87
4/17/2016 3:09:25 PM,89
4/17/2016 3:09:40 PM,88
4/17/2016 3:09:55 PM,88
4/17/2016 3:10:10 PM,93
4/17/2016 3:10:15 PM,94
4/17/2016 3:10:25 PM,96
4/17/2016 3:10:30 PM,95
4/17/2016 3:10:35 PM,94
4/17/2016 3:10:50 PM,93
4/17/2016 3:10:55 PM,93
4/17/2016 3:11:00 PM,90
4/17/2016 3:11:10 PM,88
4/17/2016 3:11:20 PM,90
4/17/2016 3:11:30 PM,90
4/17/2016 3:11:35 PM,91
4/17/2016 3:11:45 PM,92
4/17/2016 3:11:50 PM,94
4/17/2016 3:11:55 PM,95
4/17/2016 3:12:00 PM,96
4/17/2016 3:12:15 PM,96
4/17/2016 3:12:30 PM,96
4/17/2016 3:12:45 PM,97
4/17/2016 3:12:50 PM,96
4/17/2016 3:12:55 PM,95
4/17/2016 3:13:10 PM,95
4/17/2016 3:13:20 PM,94
4/17/2016 3:13:25 PM,92
4/17/2016 3:13:40 PM,88
4/17/2016 3:13:45 PM,82
4/17/2016 3:13:50 PM,85
4/17/2016 3:13:55 PM,87
4/17/2016 3:14:00 PM,89
4/17/2016 3:14:05 PM,87
4/17/2016 3:14:10 PM,91
4/17/2016 3:14:15 PM,94
4/17/2016 3:14:20 PM,96
4/17/2016 3:14:25 PM,94
4/17/2016 3:14:30 PM,93
4/17/2016 3:14:35 PM,95
4/17/2016 3:14:40 PM,96
4/17/2016 3:14:45 PM,102
4/17/2016 3:14:50 PM,104
4/17/2016 3:14:55 PM,105
4/17/2016 3:15:05 PM,103
4/17/2016 3:15:10 PM,99
4/17/2016 3:15:25 PM,99
4/17/2016 3:15:30 PM,97
4/17/2016 3:15:35 PM,95
4/17/2016 3:15:40 PM,91
4/17/2016 3:15:55 PM,91
4/17/2016 3:16:10 PM,91
4/17/2016 3:16:20 PM,92
4/17/2016 3:16:25 PM,93
4/17/2016 3:16:30 PM,91
4/17/2016 3:16:35 PM,92
4/17/2016 3:16:40 PM,90
4/17/2016 3:16:45 PM,89
4/17/2016 3:16:55 PM,88
4/17/2016 3:17:00 PM,88
4/17/2016 3:17:10 PM,87
4/17/2016 3:17:20 PM,88
4/17/2016 3:17:35 PM,87
4/17/2016 3:17:40 PM,89
4/17/2016 3:17:45 PM,92
4/17/2016 3:17:50 PM,94
4/17/2016 3:18:00 PM,95
4/17/2016 3:18:05 PM,97
4/17/2016 3:18:10 PM,97
4/17/2016 3:18:15 PM,98
4/17/2016 3:18:25 PM,94
4/17/2016 3:18:30 PM,94
4/17/2016 3:18:35 PM,95
4/17/2016 3:18:45 PM,94
4/17/2016 3:18:55 PM,95
4/17/2016 3:19:00 PM,95
4/17/2016 3:19:05 PM,94
4/17/2016 3:19:15 PM,93
4/17/2016 3:19:30 PM,94
4/17/2016 3:19:35 PM,93
4/17/2016 3:19:40 PM,95
4/17/2016 3:19:45 PM,93
4/17/2016 3:19:55 PM,92
4/17/2016 3:20:05 PM,93
4/17/2016 3:20:20 PM,93
4/17/2016 3:20:30 PM,94
4/17/2016 3:20:35 PM,95
4/17/2016 3:20:45 PM,94
4/17/2016 3:20:50 PM,96
4/17/2016 3:21:05 PM,96
4/17/2016 3:21:15 PM,95
4/17/2016 3:21:25 PM,94
4/17/2016 3:21:40 PM,94
4/17/2016 3:21:50 PM,92
4/17/2016 3:22:05 PM,92
4/17/2016 3:22:20 PM,90
4/17/2016 3:22:35 PM,91
4/17/2016 3:22:50 PM,91
4/17/2016 3:23:00 PM,91
4/17/2016 3:23:05 PM,90
4/17/2016 3:23:10 PM,89
4/17/2016 3:23:15 PM,88
4/17/2016 3:23:25 PM,85
4/17/2016 3:23:30 PM,84
4/17/2016 3:23:35 PM,85
4/17/2016 3:23:45 PM,86
4/17/2016 3:23:50 PM,89
4/17/2016 3:23:55 PM,89
4/17/2016 3:24:00 PM,90
4/17/2016 3:24:05 PM,85
4/17/2016 3:24:10 PM,87
4/17/2016 3:24:15 PM,89
4/17/2016 3:24:30 PM,91
4/17/2016 3:24:35 PM,91
4/17/2016 3:24:45 PM,88
4/17/2016 3:24:50 PM,88
4/17/2016 3:24:55 PM,87
4/17/2016 3:25:00 PM,86
4/17/2016 3:25:15 PM,86
4/17/2016 3:25:20 PM,86
4/17/2016 3:25:35 PM,86
4/17/2016 3:25:50 PM,86
4/17/2016 3:25:55 PM,85
4/17/2016 3:26:10 PM,85
4/17/2016 3:26:20 PM,84
4/17/2016 3:26:30 PM,87
4/17/2016 3:26:35 PM,87
4/17/2016 3:26:40 PM,88
4/17/2016 3:26:50 PM,91
4/17/2016 3:26:55 PM,89
4/17/2016 3:27:10 PM,96
4/17/2016 3:27:15 PM,94
4/17/2016 3:27:30 PM,91
4/17/2016 3:27:35 PM,92
4/17/2016 3:27:50 PM,92
4/17/2016 3:27:55 PM,93
4/17/2016 3:28:10 PM,93
4/17/2016 3:28:20 PM,86
4/17/2016 3:28:25 PM,83
4/17/2016 3:28:30 PM,82
4/17/2016 3:28:35 PM,81
4/17/2016 3:28:50 PM,81
4/17/2016 3:29:05 PM,81
4/17/2016 3:29:10 PM,76
4/17/2016 3:29:15 PM,75
4/17/2016 3:29:30 PM,78
4/17/2016 3:29:35 PM,79
4/17/2016 3:29:45 PM,78
4/17/2016 3:29:50 PM,79
4/17/2016 3:30:00 PM,80
4/17/2016 3:30:05 PM,82
4/17/2016 3:30:20 PM,82
4/17/2016 3:30:30 PM,93
4/17/2016 3:30:40 PM,88
4/17/2016 3:30:50 PM,87
4/17/2016 3:30:55 PM,86
4/17/2016 3:31:05 PM,81
4/17/2016 3:31:10 PM,80
4/17/2016 3:31:15 PM,80
4/17/2016 3:31:20 PM,81
4/17/2016 3:31:25 PM,80
4/17/2016 3:31:40 PM,80
4/17/2016 3:31:45 PM,81
4/17/2016 3:31:50 PM,80
4/17/2016 3:32:00 PM,85
4/17/2016 3:32:15 PM,85
4/17/2016 3:32:20 PM,86
4/17/2016 3:32:25 PM,87
4/17/2016 3:32:40 PM,89
4/17/2016 3:32:45 PM,90
4/17/2016 3:32:50 PM,89
4/17/2016 3:32:55 PM,87
4/17/2016 3:33:10 PM,89
4/17/2016 3:33:15 PM,87
4/17/2016 3:33:20 PM,87
4/17/2016 3:33:30 PM,88
4/17/2016 3:33:40 PM,89
4/17/2016 3:33:45 PM,91
4/17/2016 3:33:50 PM,90
4/17/2016 3:34:00 PM,90
4/17/2016 3:34:05 PM,92
4/17/2016 3:34:10 PM,91
4/17/2016 3:34:20 PM,89
4/17/2016 3:34:30 PM,90
4/17/2016 3:34:40 PM,89
4/17/2016 3:34:50 PM,87
4/17/2016 3:34:55 PM,86
4/17/2016 3:35:10 PM,87
4/17/2016 3:35:25 PM,87
4/17/2016 3:35:30 PM,88
4/17/2016 3:35:40 PM,90
4/17/2016 3:35:50 PM,89
4/17/2016 3:36:05 PM,89
4/17/2016 3:36:10 PM,86
4/17/2016 3:36:20 PM,85
4/17/2016 3:36:30 PM,89
4/17/2016 3:36:40 PM,91
4/17/2016 3:36:50 PM,90
4/17/2016 3:37:00 PM,89
4/17/2016 3:37:10 PM,89
4/17/2016 3:37:25 PM,89
4/17/2016 3:37:30 PM,90
4/17/2016 3:37:35 PM,90
4/17/2016 3:37:45 PM,89
4/17/2016 3:37:50 PM,88
4/17/2016 3:38:00 PM,84
4/17/2016 3:38:05 PM,84
4/17/2016 3:38:10 PM,83
4/17/2016 3:38:25 PM,83
4/17/2016 3:38:40 PM,85
4/17/2016 3:38:45 PM,90
4/17/2016 3:39:00 PM,93
4/17/2016 3:39:05 PM,93
4/17/2016 3:39:20 PM,92
4/17/2016 3:39:25 PM,89
4/17/2016 3:39:30 PM,89
4/17/2016 3:39:35 PM,88
4/17/2016 3:39:40 PM,89
4/17/2016 3:39:50 PM,92
4/17/2016 3:39:55 PM,92
4/17/2016 3:40:00 PM,93
4/17/2016 3:40:10 PM,92
4/17/2016 3:40:15 PM,91
4/17/2016 3:40:20 PM,90
4/17/2016 3:40:30 PM,91
4/17/2016 3:40:40 PM,89
4/17/2016 3:40:50 PM,85
4/17/2016 3:41:00 PM,89
4/17/2016 3:41:05 PM,89
4/17/2016 3:41:10 PM,88
4/17/2016 3:41:20 PM,91
4/17/2016 3:41:25 PM,88
4/17/2016 3:41:30 PM,85
4/17/2016 3:41:40 PM,81
4/17/2016 3:41:50 PM,80
4/17/2016 3:41:55 PM,82
4/17/2016 3:42:10 PM,82
4/17/2016 3:42:20 PM,83
4/17/2016 3:42:30 PM,87
4/17/2016 3:42:40 PM,87
4/17/2016 3:42:50 PM,86
4/17/2016 3:43:00 PM,85
4/17/2016 3:43:05 PM,84
4/17/2016 3:43:10 PM,83
4/17/2016 3:43:20 PM,85
4/17/2016 3:43:30 PM,83
4/17/2016 3:43:35 PM,81
4/17/2016 3:43:40 PM,82
4/17/2016 3:43:50 PM,81
4/17/2016 3:43:55 PM,83
4/17/2016 3:44:00 PM,84
4/17/2016 3:44:15 PM,85
4/17/2016 3:44:20 PM,87
4/17/2016 3:44:25 PM,90
4/17/2016 3:44:40 PM,89
4/17/2016 3:44:45 PM,81
4/17/2016 3:44:50 PM,81
4/17/2016 3:44:55 PM,80
4/17/2016 3:45:10 PM,85
4/17/2016 3:45:15 PM,84
4/17/2016 3:45:30 PM,83
4/17/2016 3:45:35 PM,82
4/17/2016 3:45:40 PM,81
4/17/2016 3:45:50 PM,85
4/17/2016 3:45:55 PM,86
4/17/2016 3:46:10 PM,86
4/17/2016 3:46:20 PM,85
4/17/2016 3:46:25 PM,83
4/17/2016 3:46:40 PM,83
4/17/2016 3:46:50 PM,85
4/17/2016 3:47:00 PM,87
4/17/2016 3:47:10 PM,90
4/17/2016 3:47:15 PM,91
4/17/2016 3:47:30 PM,81
4/17/2016 3:47:40 PM,80
4/17/2016 3:47:50 PM,80
4/17/2016 3:47:55 PM,80
4/17/2016 3:48:10 PM,86
4/17/2016 3:48:20 PM,85
4/17/2016 3:48:30 PM,85
4/17/2016 3:48:40 PM,87
4/17/2016 3:48:45 PM,86
4/17/2016 3:48:50 PM,82
4/17/2016 3:49:00 PM,85
4/17/2016 3:49:05 PM,86
4/17/2016 3:49:10 PM,86
4/17/2016 3:49:25 PM,86
4/17/2016 3:49:30 PM,91
4/17/2016 3:49:35 PM,90
4/17/2016 3:49:45 PM,91
4/17/2016 3:49:50 PM,92
4/17/2016 3:50:00 PM,88
4/17/2016 3:50:15 PM,88
4/17/2016 3:50:30 PM,86
4/17/2016 3:50:35 PM,85
4/17/2016 3:50:40 PM,84
4/17/2016 3:50:55 PM,84
4/17/2016 3:51:00 PM,85
4/17/2016 3:51:15 PM,85
4/17/2016 3:51:20 PM,92
4/17/2016 3:51:25 PM,93
4/17/2016 3:51:35 PM,91
4/17/2016 3:51:50 PM,90
4/17/2016 3:52:00 PM,90
4/17/2016 3:52:15 PM,90
4/17/2016 3:52:25 PM,90
4/17/2016 3:52:40 PM,89
4/17/2016 3:52:45 PM,88
4/17/2016 3:52:55 PM,87
4/17/2016 3:53:10 PM,87
4/17/2016 3:53:20 PM,82
4/17/2016 3:53:25 PM,82
4/17/2016 3:53:30 PM,83
4/17/2016 3:53:40 PM,85
4/17/2016 3:53:50 PM,85
4/17/2016 3:53:55 PM,86
4/17/2016 3:54:00 PM,85
4/17/2016 3:54:05 PM,84
4/17/2016 3:54:10 PM,83
4/17/2016 3:54:25 PM,83
4/17/2016 3:54:30 PM,90
4/17/2016 3:54:40 PM,88
4/17/2016 3:54:45 PM,89
4/17/2016 3:54:50 PM,89
4/17/2016 3:54:55 PM,91
4/17/2016 3:55:00 PM,93
4/17/2016 3:55:15 PM,92
4/17/2016 3:55:20 PM,93
4/17/2016 3:55:35 PM,93
4/17/2016 3:55:50 PM,92
4/17/2016 3:56:05 PM,91
4/17/2016 3:56:20 PM,93
4/17/2016 3:56:25 PM,94
4/17/2016 3:56:35 PM,95
4/17/2016 3:56:40 PM,94
4/17/2016 3:56:50 PM,93
4/17/2016 3:57:00 PM,93
4/17/2016 3:57:15 PM,93
4/17/2016 3:57:25 PM,93
4/17/2016 3:57:30 PM,92
4/17/2016 3:57:40 PM,91
4/17/2016 3:57:45 PM,92
4/17/2016 3:57:55 PM,91
4/17/2016 3:58:00 PM,89
4/17/2016 3:58:10 PM,91
4/17/2016 3:58:20 PM,89
4/17/2016 3:58:25 PM,89
4/17/2016 3:58:30 PM,88
4/17/2016 3:58:35 PM,87
4/17/2016 3:58:40 PM,86
4/17/2016 3:58:50 PM,92
4/17/2016 3:59:00 PM,91
4/17/2016 3:59:05 PM,92
4/17/2016 3:59:10 PM,93
4/17/2016 3:59:20 PM,95
4/17/2016 3:59:25 PM,95
4/17/2016 3:59:40 PM,93
4/17/2016 3:59:50 PM,92
4/17/2016 4:00:00 PM,91
4/17/2016 4:00:10 PM,90
4/17/2016 4:00:25 PM,90
4/17/2016 4:00:30 PM,89
4/17/2016 4:00:40 PM,89
4/17/2016 4:00:45 PM,88
4/17/2016 4:01:00 PM,89
4/17/2016 4:01:05 PM,87
4/17/2016 4:01:10 PM,88
4/17/2016 4:01:15 PM,89
4/17/2016 4:01:25 PM,88
4/17/2016 4:01:30 PM,87
4/17/2016 4:01:35 PM,89
4/17/2016 4:01:40 PM,88
4/17/2016 4:01:50 PM,90
4/17/2016 4:01:55 PM,91
4/17/2016 4:02:05 PM,89
4/17/2016 4:02:10 PM,90
4/17/2016 4:02:20 PM,91
4/17/2016 4:02:35 PM,91
4/17/2016 4:02:40 PM,91
4/17/2016 4:02:50 PM,91
4/17/2016 4:03:05 PM,91
4/17/2016 4:03:10 PM,91
4/17/2016 4:03:20 PM,94
4/17/2016 4:03:25 PM,99
4/17/2016 4:03:30 PM,98
4/17/2016 4:03:40 PM,90
4/17/2016 4:03:55 PM,90
4/17/2016 4:04:10 PM,88
4/17/2016 4:04:20 PM,94
4/17/2016 4:04:30 PM,93
4/17/2016 4:04:40 PM,95
4/17/2016 4:04:50 PM,93
4/17/2016 4:05:00 PM,87
4/17/2016 4:05:10 PM,86
4/17/2016 4:05:15 PM,85
4/17/2016 4:05:20 PM,84
4/17/2016 4:05:30 PM,78
4/17/2016 4:05:45 PM,79
4/17/2016 4:05:50 PM,80
4/17/2016 4:05:55 PM,81
4/17/2016 4:06:10 PM,81
4/17/2016 4:06:20 PM,84
4/17/2016 4:06:30 PM,89
4/17/2016 4:06:40 PM,90
4/17/2016 4:06:45 PM,91
4/17/2016 4:06:50 PM,90
4/17/2016 4:07:00 PM,91
4/17/2016 4:07:10 PM,90
4/17/2016 4:07:15 PM,89
4/17/2016 4:07:20 PM,88
4/17/2016 4:07:30 PM,85
4/17/2016 4:07:35 PM,82
4/17/2016 4:07:40 PM,81
4/17/2016 4:07:55 PM,81
4/17/2016 4:08:00 PM,87
4/17/2016 4:08:05 PM,87
4/17/2016 4:08:20 PM,92
4/17/2016 4:08:30 PM,90
4/17/2016 4:08:40 PM,91
4/17/2016 4:08:45 PM,91
4/17/2016 4:09:00 PM,91
4/17/2016 4:09:05 PM,90
4/17/2016 4:09:15 PM,92
4/17/2016 4:09:30 PM,81
4/17/2016 4:09:35 PM,80
4/17/2016 4:09:40 PM,80
4/17/2016 4:09:55 PM,80
4/17/2016 4:10:00 PM,79
4/17/2016 4:10:10 PM,79
4/17/2016 4:10:25 PM,79
4/17/2016 4:10:30 PM,80
4/17/2016 4:10:45 PM,80
4/17/2016 4:10:50 PM,79
4/17/2016 4:11:00 PM,87
4/17/2016 4:11:05 PM,88
4/17/2016 4:11:10 PM,88
4/17/2016 4:11:15 PM,89
4/17/2016 4:11:20 PM,88
4/17/2016 4:11:25 PM,87
4/17/2016 4:11:30 PM,88
4/17/2016 4:11:40 PM,86
4/17/2016 4:11:45 PM,87
4/17/2016 4:11:50 PM,88
4/17/2016 4:11:55 PM,89
4/17/2016 4:12:00 PM,88
4/17/2016 4:12:05 PM,90
4/17/2016 4:12:10 PM,91
4/17/2016 4:12:25 PM,91
4/17/2016 4:12:30 PM,90
4/17/2016 4:12:40 PM,85
4/17/2016 4:12:50 PM,88
4/17/2016 4:13:00 PM,84
4/17/2016 4:13:05 PM,86
4/17/2016 4:13:10 PM,85
4/17/2016 4:13:20 PM,87
4/17/2016 4:13:35 PM,87
4/17/2016 4:13:40 PM,90
4/17/2016 4:13:50 PM,92
4/17/2016 4:14:05 PM,92
4/17/2016 4:14:10 PM,94
4/17/2016 4:14:15 PM,95
4/17/2016 4:14:30 PM,95
4/17/2016 4:14:35 PM,105
4/17/2016 4:14:40 PM,104
4/17/2016 4:14:50 PM,97
4/17/2016 4:15:00 PM,93
4/17/2016 4:15:05 PM,93
4/17/2016 4:15:10 PM,92
4/17/2016 4:15:20 PM,87
4/17/2016 4:15:30 PM,86
4/17/2016 4:15:35 PM,87
4/17/2016 4:15:45 PM,87
4/17/2016 4:16:00 PM,88
4/17/2016 4:16:05 PM,87
4/17/2016 4:16:10 PM,88
4/17/2016 4:16:15 PM,89
4/17/2016 4:16:20 PM,87
4/17/2016 4:16:30 PM,86
4/17/2016 4:16:40 PM,85
4/17/2016 4:16:50 PM,84
4/17/2016 4:17:05 PM,83
4/17/2016 4:17:10 PM,82
4/17/2016 4:17:15 PM,83
4/17/2016 4:17:20 PM,82
4/17/2016 4:17:25 PM,81
4/17/2016 4:17:30 PM,79
4/17/2016 4:17:40 PM,76
4/17/2016 4:17:50 PM,78
4/17/2016 4:17:55 PM,79
4/17/2016 4:18:00 PM,80
4/17/2016 4:18:15 PM,80
4/17/2016 4:18:30 PM,82
4/17/2016 4:18:35 PM,81
4/17/2016 4:18:40 PM,81
4/17/2016 4:18:45 PM,81
4/17/2016 4:18:50 PM,80
4/17/2016 4:18:55 PM,79
4/17/2016 4:19:10 PM,89
4/17/2016 4:19:20 PM,88
4/17/2016 4:19:30 PM,89
4/17/2016 4:19:35 PM,87
4/17/2016 4:19:45 PM,88
4/17/2016 4:20:00 PM,88
4/17/2016 4:20:10 PM,87
4/17/2016 4:20:25 PM,87
4/17/2016 4:20:30 PM,79
4/17/2016 4:20:35 PM,79
4/17/2016 4:20:50 PM,77
4/17/2016 4:21:00 PM,76
4/17/2016 4:21:10 PM,75
4/17/2016 4:21:15 PM,74
4/17/2016 4:21:20 PM,75
4/17/2016 4:21:30 PM,75
4/17/2016 4:21:35 PM,76
4/17/2016 4:21:40 PM,78
4/17/2016 4:21:55 PM,79
4/17/2016 4:22:00 PM,80
4/17/2016 4:22:05 PM,79
4/17/2016 4:22:15 PM,80
4/17/2016 4:22:20 PM,80
4/17/2016 4:22:35 PM,79
4/17/2016 4:22:40 PM,78
4/17/2016 4:22:50 PM,81
4/17/2016 4:22:55 PM,80
4/17/2016 4:23:10 PM,81
4/17/2016 4:23:15 PM,80
4/17/2016 4:23:20 PM,78
4/17/2016 4:23:25 PM,79
4/17/2016 4:23:30 PM,80
4/17/2016 4:23:35 PM,85
4/17/2016 4:23:40 PM,84
4/17/2016 4:23:50 PM,75
4/17/2016 4:24:00 PM,74
4/17/2016 4:24:10 PM,80
4/17/2016 4:24:20 PM,81
4/17/2016 4:24:25 PM,80
4/17/2016 4:24:30 PM,79
4/17/2016 4:24:40 PM,80
4/17/2016 4:24:45 PM,80
4/17/2016 4:25:00 PM,87
4/17/2016 4:25:15 PM,87
4/17/2016 4:25:25 PM,86
4/17/2016 4:25:40 PM,86
4/17/2016 4:25:50 PM,87
4/17/2016 4:26:00 PM,88
4/17/2016 4:26:10 PM,86
4/17/2016 4:26:15 PM,85
4/17/2016 4:26:25 PM,84
4/17/2016 4:26:30 PM,83
4/17/2016 4:26:40 PM,75
4/17/2016 4:26:50 PM,74
4/17/2016 4:26:55 PM,75
4/17/2016 4:27:10 PM,75
4/17/2016 4:27:20 PM,77
4/17/2016 4:27:30 PM,81
4/17/2016 4:27:45 PM,81
4/17/2016 4:27:50 PM,83
4/17/2016 4:28:00 PM,82
4/17/2016 4:28:10 PM,81
4/17/2016 4:28:25 PM,81
4/17/2016 4:28:30 PM,84
4/17/2016 4:28:40 PM,83
4/17/2016 4:28:50 PM,86
4/17/2016 4:28:55 PM,85
4/17/2016 4:29:10 PM,84
4/17/2016 4:29:20 PM,84
4/17/2016 4:29:25 PM,84
4/17/2016 4:29:40 PM,80
4/17/2016 4:29:50 PM,78
4/17/2016 4:30:05 PM,78
4/17/2016 4:30:10 PM,79
4/17/2016 4:30:15 PM,78
4/17/2016 4:30:30 PM,82
4/17/2016 4:30:40 PM,81
4/17/2016 4:30:50 PM,83
4/17/2016 4:30:55 PM,82
4/17/2016 4:31:00 PM,81
4/17/2016 4:31:05 PM,79
4/17/2016 4:31:20 PM,82
4/17/2016 4:31:25 PM,82
4/17/2016 4:31:40 PM,81
4/17/2016 4:31:55 PM,81
4/17/2016 4:32:00 PM,82
